"Date","Price","Open","High","Low","Vol.","Change %"
"01/26/2024","76.18","76.18","76.18","76.18","","-0.43%"
"01/25/2024","76.51","76.51","76.51","76.51","","0.05%"
"01/24/2024","76.47","76.47","76.47","76.47","","1.41%"
"01/23/2024","75.41","75.41","75.41","75.41","","0.59%"
"01/22/2024","74.97","74.97","74.97","74.97","","-2.19%"
"01/19/2024","76.65","76.65","76.65","76.65","","0.31%"
"01/18/2024","76.41","76.41","76.41","76.41","","0.20%"
"01/17/2024","76.26","76.26","76.26","76.26","","-2.92%"
"01/16/2024","78.55","78.55","78.55","78.55","","-1.38%"
"01/12/2024","79.65","79.65","79.65","79.65","","0.14%"
"01/11/2024","79.54","79.54","79.54","79.54","","-1.74%"
"01/10/2024","80.95","80.95","80.95","80.95","","-0.78%"
"01/09/2024","81.59","81.59","81.59","81.59","","-4.90%"
"01/08/2024","85.79","85.79","85.79","85.79","","-10.05%"
"01/05/2024","95.37","95.37","95.37","95.37","","-0.83%"
"01/04/2024","96.17","96.17","96.17","96.17","","-0.91%"
"01/03/2024","97.05","97.05","97.05","97.05","","8.69%"
"01/02/2024","89.29","89.29","89.29","89.29","","28.44%"
"12/29/2023","69.52","69.52","69.52","69.52","","1.82%"
"12/28/2023","68.28","68.28","68.28","68.28","","0.09%"
"12/27/2023","68.22","68.22","68.22","68.22","","-6.39%"
"12/26/2023","72.88","72.88","72.88","72.88","","0.00%"
"12/22/2023","72.88","72.88","72.88","72.88","","-1.29%"
"12/21/2023","73.83","73.83","73.83","73.83","","2.44%"
"12/20/2023","72.07","72.07","72.07","72.07","","1.18%"
"12/19/2023","71.23","71.23","71.23","71.23","","-1.47%"
"12/18/2023","72.29","72.29","72.29","72.29","","-1.81%"
"12/15/2023","73.62","73.62","73.62","73.62","","-0.82%"
"12/14/2023","74.23","74.23","74.23","74.23","","-3.83%"
"12/13/2023","77.19","77.19","77.19","77.19","","-0.13%"
"12/12/2023","77.29","77.29","77.29","77.29","","-5.12%"
"12/11/2023","81.46","81.46","81.46","81.46","","-10.01%"
"12/08/2023","90.52","90.52","90.52","90.52","","-0.58%"
"12/07/2023","91.05","91.05","91.05","91.05","","3.41%"
"12/06/2023","88.05","88.05","88.05","88.05","","0.89%"
"12/05/2023","87.27","87.27","87.27","87.27","","-1.62%"
"12/04/2023","88.71","88.71","88.71","88.71","","-5.54%"
"12/01/2023","93.91","93.91","93.91","93.91","","4.43%"
"11/30/2023","89.93","89.93","89.93","89.93","","-1.31%"
"11/29/2023","91.12","91.12","91.12","91.12","","0.44%"
"11/28/2023","90.72","90.72","90.72","90.72","","0.83%"
"11/27/2023","89.97","89.97","89.97","89.97","","-0.11%"
"11/24/2023","90.07","90.07","90.07","90.07","","1.21%"
"11/22/2023","88.99","88.99","88.99","88.99","","0.03%"
"11/21/2023","88.96","88.96","88.96","88.96","","-0.34%"
"11/20/2023","89.26","89.26","89.26","89.26","","7.06%"
"11/17/2023","83.37","83.37","83.37","83.37","","-0.89%"
"11/16/2023","84.12","84.12","84.12","84.12","","-2.27%"
"11/15/2023","86.07","86.07","86.07","86.07","","2.67%"
"11/14/2023","83.83","83.83","83.83","83.83","","-1.42%"
"11/13/2023","85.04","85.04","85.04","85.04","","-4.59%"
"11/10/2023","89.13","89.13","89.13","89.13","","-2.18%"
"11/09/2023","91.12","91.12","91.12","91.12","","3.70%"
"11/08/2023","87.87","87.87","87.87","87.87","","-0.08%"
"11/07/2023","87.94","87.94","87.94","87.94","","6.52%"
"11/06/2023","82.56","82.56","82.56","82.56","","1.38%"
"11/03/2023","81.44","81.44","81.44","81.44","","0.39%"
"11/02/2023","81.12","81.12","81.12","81.12","","-5.55%"
"11/01/2023","85.89","85.89","85.89","85.89","","-6.90%"
"10/31/2023","92.26","92.26","92.26","92.26","","5.55%"
"10/30/2023","87.41","87.41","87.41","87.41","","-0.85%"
"10/27/2023","88.16","88.16","88.16","88.16","","2.45%"
"10/26/2023","86.05","86.05","86.05","86.05","","-0.59%"
"10/25/2023","86.56","86.56","86.56","86.56","","0.60%"
"10/24/2023","86.04","86.04","86.04","86.04","","-0.69%"
"10/23/2023","86.64","86.64","86.64","86.64","","-0.64%"
"10/20/2023","87.20","87.20","87.20","87.20","","1.05%"
"10/19/2023","86.29","86.29","86.29","86.29","","0.89%"
"10/18/2023","85.53","85.53","85.53","85.53","","1.94%"
"10/17/2023","83.90","83.90","83.90","83.90","","-4.76%"
"10/16/2023","88.09","88.09","88.09","88.09","","-3.92%"
"10/13/2023","91.68","91.68","91.68","91.68","","-1.14%"
"10/12/2023","92.74","92.74","92.74","92.74","","1.02%"
"10/11/2023","91.80","91.80","91.80","91.80","","-4.13%"
"10/10/2023","95.75","95.75","95.75","95.75","","5.21%"
"10/09/2023","91.01","91.01","91.01","91.01","","14.87%"
"10/06/2023","79.23","79.23","79.23","79.23","","0.61%"
"10/05/2023","78.75","78.75","78.75","78.75","","-4.59%"
"10/04/2023","82.54","82.54","82.54","82.54","","6.43%"
"10/03/2023","77.55","77.55","77.55","77.55","","-8.88%"
"10/02/2023","85.11","85.11","85.11","85.11","","-15.50%"
"09/29/2023","100.72","100.72","100.72","100.72","","-0.19%"
"09/28/2023","100.91","100.91","100.91","100.91","","-0.43%"
"09/27/2023","101.35","101.35","101.35","101.35","","0.47%"
"09/26/2023","100.88","100.88","100.88","100.88","","-0.07%"
"09/25/2023","100.95","100.95","100.95","100.95","","-0.02%"
"09/22/2023","100.97","100.97","100.97","100.97","","1.53%"
"09/21/2023","99.45","99.45","99.45","99.45","","1.60%"
"09/20/2023","97.88","97.88","97.88","97.88","","0.99%"
"09/19/2023","96.92","96.92","96.92","96.92","","2.68%"
"09/18/2023","94.39","94.39","94.39","94.39","","2.45%"
"09/15/2023","92.13","92.13","92.13","92.13","","-0.99%"
"09/14/2023","93.05","93.05","93.05","93.05","","-0.36%"
"09/13/2023","93.39","93.39","93.39","93.39","","-2.30%"
"09/12/2023","95.59","95.59","95.59","95.59","","-1.88%"
"09/11/2023","97.42","97.42","97.42","97.42","","3.55%"
"09/08/2023","94.08","94.08","94.08","94.08","","1.12%"
"09/07/2023","93.04","93.04","93.04","93.04","","1.17%"
"09/06/2023","91.96","91.96","91.96","91.96","","-3.42%"
"09/05/2023","95.22","95.22","95.22","95.22","","-1.59%"
"09/01/2023","96.76","96.76","96.76","96.76","","-0.20%"
"08/31/2023","96.95","96.95","96.95","96.95","","2.79%"
"08/30/2023","94.32","94.32","94.32","94.32","","0.00%"
"08/29/2023","94.32","94.32","94.32","94.32","","-0.03%"
"08/28/2023","94.35","94.35","94.35","94.35","","0.06%"
"08/25/2023","94.29","94.29","94.29","94.29","","1.30%"
"08/24/2023","93.08","93.08","93.08","93.08","","-1.70%"
"08/23/2023","94.69","94.69","94.69","94.69","","0.14%"
"08/22/2023","94.56","94.56","94.56","94.56","","5.21%"
"08/21/2023","89.88","89.88","89.88","89.88","","6.09%"
"08/18/2023","84.72","84.72","84.72","84.72","","0.24%"
"08/17/2023","84.52","84.52","84.52","84.52","","-0.39%"
"08/16/2023","84.85","84.85","84.85","84.85","","0.13%"
"08/15/2023","84.74","84.74","84.74","84.74","","3.64%"
"08/14/2023","81.76","81.76","81.76","81.76","","-1.12%"
"08/11/2023","82.69","82.69","82.69","82.69","","-1.45%"
"08/10/2023","83.91","83.91","83.91","83.91","","-2.16%"
"08/09/2023","85.76","85.76","85.76","85.76","","7.60%"
"08/08/2023","79.70","79.70","79.70","79.70","","2.36%"
"08/07/2023","77.86","77.86","77.86","77.86","","-1.14%"
"08/04/2023","78.76","78.76","78.76","78.76","","-0.76%"
"08/03/2023","79.36","79.36","79.36","79.36","","4.89%"
"08/02/2023","75.66","75.66","75.66","75.66","","0.44%"
"08/01/2023","75.33","75.33","75.33","75.33","","-3.90%"
"07/31/2023","78.39","78.39","78.39","78.39","","0.50%"
"07/28/2023","78.00","78.00","78.00","78.00","","0.67%"
"07/27/2023","77.48","77.48","77.48","77.48","","-0.24%"
"07/26/2023","77.67","77.67","77.67","77.67","","-0.79%"
"07/25/2023","78.29","78.29","78.29","78.29","","0.28%"
"07/24/2023","78.07","78.07","78.07","78.07","","3.20%"
"07/21/2023","75.65","75.65","75.65","75.65","","1.22%"
"07/20/2023","74.74","74.74","74.74","74.74","","-0.56%"
"07/19/2023","75.16","75.16","75.16","75.16","","-1.03%"
"07/18/2023","75.94","75.94","75.94","75.94","","-0.95%"
"07/17/2023","76.67","76.67","76.67","76.67","","-0.27%"
"07/14/2023","76.88","76.88","76.88","76.88","","0.23%"
"07/13/2023","76.70","76.70","76.70","76.70","","-1.94%"
"07/12/2023","78.22","78.22","78.22","78.22","","-1.00%"
"07/11/2023","79.01","79.01","79.01","79.01","","-0.95%"
"07/10/2023","79.77","79.77","79.77","79.77","","-3.50%"
"07/07/2023","82.66","82.66","82.66","82.66","","-1.35%"
"07/06/2023","83.79","83.79","83.79","83.79","","-3.00%"
"07/05/2023","86.38","86.38","86.38","86.38","","-2.03%"
"07/03/2023","88.17","88.17","88.17","88.17","","-8.61%"
"06/30/2023","96.48","96.48","96.48","96.48","","1.82%"
"06/29/2023","94.76","94.76","94.76","94.76","","0.04%"
"06/28/2023","94.72","94.72","94.72","94.72","","0.14%"
"06/27/2023","94.59","94.59","94.59","94.59","","0.06%"
"06/26/2023","94.53","94.53","94.53","94.53","","1.51%"
"06/23/2023","93.12","93.12","93.12","93.12","","0.31%"
"06/22/2023","92.83","92.83","92.83","92.83","","-2.06%"
"06/21/2023","94.78","94.78","94.78","94.78","","-2.54%"
"06/20/2023","97.25","97.25","97.25","97.25","","5.03%"
"06/16/2023","92.59","92.59","92.59","92.59","","-3.23%"
"06/15/2023","95.68","95.68","95.68","95.68","","1.03%"
"06/14/2023","94.70","94.70","94.70","94.70","","3.70%"
"06/13/2023","91.32","91.32","91.32","91.32","","4.06%"
"06/12/2023","87.76","87.76","87.76","87.76","","2.98%"
"06/09/2023","85.22","85.22","85.22","85.22","","6.93%"
"06/08/2023","79.70","79.70","79.70","79.70","","0.42%"
"06/07/2023","79.37","79.37","79.37","79.37","","0.86%"
"06/06/2023","78.69","78.69","78.69","78.69","","-3.22%"
"06/05/2023","81.31","81.31","81.31","81.31","","13.02%"
"06/02/2023","71.94","71.94","71.94","71.94","","1.01%"
"06/01/2023","71.22","71.22","71.22","71.22","","-6.10%"
"05/31/2023","75.85","75.85","75.85","75.85","","-7.18%"
"05/30/2023","81.72","81.72","81.72","81.72","","0.13%"
"05/26/2023","81.61","81.61","81.61","81.61","","0.13%"
"05/25/2023","81.50","81.50","81.50","81.50","","-1.27%"
"05/23/2023","82.55","82.55","82.55","82.55","","-1.13%"
"05/22/2023","83.49","83.49","83.49","83.49","","-2.87%"
"05/19/2023","85.96","85.96","85.96","85.96","","-0.20%"
"05/18/2023","86.13","86.13","86.13","86.13","","-1.39%"
"05/17/2023","87.34","87.34","87.34","87.34","","-0.34%"
"05/16/2023","87.64","87.64","87.64","87.64","","-1.14%"
"05/15/2023","88.65","88.65","88.65","88.65","","-3.22%"
"05/12/2023","91.60","91.60","91.60","91.60","","-0.25%"
"05/11/2023","91.83","91.83","91.83","91.83","","1.25%"
"05/10/2023","90.70","90.70","90.70","90.70","","-0.31%"
"05/09/2023","90.98","90.98","90.98","90.98","","0.01%"
"05/08/2023","90.97","90.97","90.97","90.97","","1.19%"
"05/05/2023","89.90","89.90","89.90","89.90","","0.77%"
"05/04/2023","89.21","89.21","89.21","89.21","","-1.49%"
"05/03/2023","90.56","90.56","90.56","90.56","","-1.22%"
"05/02/2023","91.68","91.68","91.68","91.68","","-1.00%"
"05/01/2023","92.61","92.61","92.61","92.61","","-8.38%"
"04/28/2023","101.08","101.08","101.08","101.08","","-0.12%"
"04/27/2023","101.20","101.20","101.20","101.20","","0.11%"
"04/26/2023","101.09","101.09","101.09","101.09","","-0.62%"
"04/25/2023","101.72","101.72","101.72","101.72","","-0.28%"
"04/24/2023","102.01","102.01","102.01","102.01","","1.24%"
"04/21/2023","100.76","100.76","100.76","100.76","","-0.06%"
"04/20/2023","100.82","100.82","100.82","100.82","","0.90%"
"04/19/2023","99.92","99.92","99.92","99.92","","-1.06%"
"04/18/2023","100.99","100.99","100.99","100.99","","0.14%"
"04/17/2023","100.85","100.85","100.85","100.85","","-1.63%"
"04/14/2023","102.52","102.52","102.52","102.52","","-0.10%"
"04/13/2023","102.62","102.62","102.62","102.62","","-1.45%"
"04/12/2023","104.13","104.13","104.13","104.13","","-1.15%"
"04/11/2023","105.34","105.34","105.34","105.34","","1.38%"
"04/10/2023","103.91","103.91","103.91","103.91","","-0.10%"
"04/06/2023","104.01","104.01","104.01","104.01","","-4.05%"
"04/05/2023","108.40","108.40","108.40","108.40","","-3.27%"
"04/04/2023","112.07","112.07","112.07","112.07","","-2.20%"
"04/03/2023","114.59","114.59","114.59","114.59","","3.87%"
"03/31/2023","110.32","110.32","110.32","110.32","","7.61%"
"03/30/2023","102.52","102.52","102.52","102.52","","0.17%"
"03/29/2023","102.35","102.35","102.35","102.35","","0.08%"
"03/28/2023","102.27","102.27","102.27","102.27","","0.53%"
"03/27/2023","101.73","101.73","101.73","101.73","","-0.05%"
"03/24/2023","101.78","101.78","101.78","101.78","","-1.11%"
"03/23/2023","102.92","102.92","102.92","102.92","","0.08%"
"03/22/2023","102.84","102.84","102.84","102.84","","0.25%"
"03/21/2023","102.58","102.58","102.58","102.58","","1.15%"
"03/20/2023","101.41","101.41","101.41","101.41","","-1.94%"
"03/17/2023","103.42","103.42","103.42","103.42","","-1.63%"
"03/16/2023","105.13","105.13","105.13","105.13","","1.34%"
"03/15/2023","103.74","103.74","103.74","103.74","","-2.92%"
"03/14/2023","106.86","106.86","106.86","106.86","","-2.56%"
"03/13/2023","109.67","109.67","109.67","109.67","","-5.33%"
"03/10/2023","115.84","115.84","115.84","115.84","","4.14%"
"03/09/2023","111.24","111.24","111.24","111.24","","1.57%"
"03/08/2023","109.52","109.52","109.52","109.52","","-0.71%"
"03/07/2023","110.30","110.30","110.30","110.30","","0.29%"
"03/06/2023","109.98","109.98","109.98","109.98","","-3.91%"
"03/03/2023","114.46","114.46","114.46","114.46","","-3.59%"
"03/02/2023","118.72","118.72","118.72","118.72","","-0.83%"
"03/01/2023","119.71","119.71","119.71","119.71","","-1.01%"
"02/28/2023","120.93","120.93","120.93","120.93","","-5.75%"
"02/27/2023","128.31","128.31","128.31","128.31","","0.02%"
"02/24/2023","128.29","128.29","128.29","128.29","","0.27%"
"02/23/2023","127.95","127.95","127.95","127.95","","-0.60%"
"02/22/2023","128.72","128.72","128.72","128.72","","-0.27%"
"02/21/2023","129.07","129.07","129.07","129.07","","-0.08%"
"02/17/2023","129.17","129.17","129.17","129.17","","-0.49%"
"02/16/2023","129.81","129.81","129.81","129.81","","0.76%"
"02/15/2023","128.83","128.83","128.83","128.83","","-0.45%"
"02/14/2023","129.41","129.41","129.41","129.41","","0.20%"
"02/13/2023","129.15","129.15","129.15","129.15","","-3.50%"
"02/10/2023","133.84","133.84","133.84","133.84","","1.45%"
"02/09/2023","131.93","131.93","131.93","131.93","","0.73%"
"02/08/2023","130.98","130.98","130.98","130.98","","1.42%"
"02/07/2023","129.15","129.15","129.15","129.15","","-2.37%"
"02/06/2023","132.28","132.28","132.28","132.28","","-6.53%"
"02/03/2023","141.52","141.52","141.52","141.52","","2.11%"
"02/02/2023","138.59","138.59","138.59","138.59","","-2.94%"
"02/01/2023","142.79","142.79","142.79","142.79","","0.77%"
"01/31/2023","141.70","141.70","141.70","141.70","","20.26%"
"01/30/2023","117.83","117.83","117.83","117.83","","-0.16%"
"01/27/2023","118.02","118.02","118.02","118.02","","1.67%"
"01/26/2023","116.08","116.08","116.08","116.08","","-0.22%"
"01/25/2023","116.34","116.34","116.34","116.34","","-1.28%"
"01/24/2023","117.85","117.85","117.85","117.85","","-1.08%"
"01/23/2023","119.14","119.14","119.14","119.14","","0.71%"
"01/20/2023","118.30","118.30","118.30","118.30","","-0.15%"
"01/19/2023","118.48","118.48","118.48","118.48","","-0.85%"
"01/18/2023","119.49","119.49","119.49","119.49","","-0.41%"
"01/17/2023","119.98","119.98","119.98","119.98","","-3.02%"
"01/13/2023","123.71","123.71","123.71","123.71","","-0.78%"
"01/12/2023","124.68","124.68","124.68","124.68","","5.98%"
"01/11/2023","117.64","117.64","117.64","117.64","","-0.44%"
"01/10/2023","118.16","118.16","118.16","118.16","","-2.36%"
"01/09/2023","121.01","121.01","121.01","121.01","","-3.04%"
"01/06/2023","124.81","124.81","124.81","124.81","","-4.48%"
"01/05/2023","130.66","130.66","130.66","130.66","","3.35%"
"01/04/2023","126.42","126.42","126.42","126.42","","-11.21%"
"01/03/2023","142.38","142.38","142.38","142.38","","-43.41%"
